match_id,home_team,away_team,home_score,away_score,match_date,eu_home_odds,eu_draw_odds,eu_away_odds,eu_bookmaker,ou_line,ou_over_odds,ou_under_odds,ou_expected_goals,ou_bookmaker,ah_handicap,ah_home_odds,ah_away_odds,ah_bookmaker,kelly_home,kelly_draw,kelly_away,kelly_has_value,hot_cold_home,hot_cold_draw,hot_cold_away,hot_cold_has_value,betfair_home,betfair_draw,betfair_away,betfair_has_value
79,Sevilla FC,RCD Espanyol de Barcelona,2,1,2026-05-09T14:15:00,2.68,4.11,3.0,Calculated-V2,2.5,1.52,3.44,2.41,Calculated-V2,-0.25,1.88,2.02,Calculated-V2,0.0315,0.017,0.0264,True,1.4501,0.7695,0.9781,True,0.9679,0.7863,1.0871,True
80,Club Atlético de Madrid,RC Celta de Vigo,0,1,2026-05-09T16:30:00,2.67,4.11,3.01,Calculated-V2,2.75,1.59,3.11,2.86,Calculated-V2,-2.0,2.15,1.75,Calculated-V2,0.0315,0.0169,0.0261,True,1.0268,0.8964,1.023,False,0.9117,0.6223,1.4335,True
81,Real Sociedad de Fútbol,Real Betis Balompié,2,2,2026-05-09T19:00:00,2.98,4.1,2.7,Calculated-V2,3.5,1.55,3.27,3.49,Calculated-V2,1.0,1.93,1.97,Calculated-V2,0.0267,0.017,0.0311,True,0.9081,0.7704,1.4442,True,1.0421,0.7639,1.0884,True
82,RCD Mallorca,Villarreal CF,1,1,2026-05-10T12:00:00,3.39,4.21,2.4,Calculated-V2,2.5,1.44,3.93,2.6,Calculated-V2,2.75,1.6,2.3,Calculated-V2,0.0224,0.0167,0.0382,True,0.951,0.8268,1.3936,False,0.8688,0.6963,1.435,True
83,Athletic Club,Valencia CF,0,1,2026-05-10T14:15:00,2.96,4.1,2.72,Calculated-V2,2.75,1.6,3.08,2.84,Calculated-V2,0.25,2.02,1.88,Calculated-V2,0.0272,0.0172,0.031,True,1.2238,0.8999,1.3663,False,0.8316,0.912,1.0984,False
84,Real Oviedo,Getafe CF,0,0,2026-05-10T16:30:00,3.23,4.17,2.5,Calculated-V2,1.75,1.94,2.3,1.27,Calculated-V2,1.75,1.8,2.1,Calculated-V2,0.0239,0.0168,0.0355,True,1.2438,0.7881,1.1455,True,1.0081,0.7314,1.226,True
85,FC Barcelona,Real Madrid CF,2,0,2026-05-10T19:00:00,2.55,4.15,3.15,Calculated-V2,3.5,1.32,5.25,4.27,Calculated-V2,-1.75,2.1,1.8,Calculated-V2,0.0335,0.0165,0.0242,True,1.4637,0.7195,1.11,True,0.8339,0.7145,1.168,True
86,Rayo Vallecano de Madrid,Girona FC,1,1,2026-05-11T19:00:00,2.66,4.12,3.02,Calculated-V2,2.5,1.49,3.57,2.46,Calculated-V2,-1.25,2.01,1.89,Calculated-V2,0.0318,0.0169,0.0262,True,1.2762,0.6853,0.9364,True,0.9765,0.7983,0.8949,True
87,RC Celta de Vigo,Levante UD,2,3,2026-05-12T17:00:00,2.74,4.09,2.94,Calculated-V2,3.5,1.49,3.6,3.66,Calculated-V2,-1.25,2.01,1.89,Calculated-V2,0.0305,0.0172,0.0274,True,1.194,0.8307,1.2776,False,0.7252,0.7703,1.4245,True
88,Real Betis Balompié,Elche CF,2,1,2026-05-12T18:00:00,2.43,4.2,3.33,Calculated-V2,3.5,1.59,3.12,3.41,Calculated-V2,-2.0,2.15,1.75,Calculated-V2,0.0369,0.0165,0.0226,True,1.4355,0.8537,1.0745,False,0.9204,0.7636,1.3537,True
89,CA Osasuna,Club Atlético de Madrid,1,2,2026-05-12T19:30:00,3.45,4.23,2.36,Calculated-V2,3.25,2.05,2.16,3.22,Calculated-V2,2.75,1.6,2.3,Calculated-V2,0.0215,0.0163,0.0387,True,0.8815,0.7351,1.1953,True,0.8637,0.8559,1.1376,False
90,RCD Espanyol de Barcelona,Athletic Club,2,0,2026-05-13T17:00:00,2.66,4.12,3.02,Calculated-V2,2.5,1.44,3.95,2.6,Calculated-V2,-0.5,1.9,2.0,Calculated-V2,0.0318,0.0169,0.0262,True,1.0603,0.8164,0.9196,False,1.0186,0.9365,0.9126,False
91,Villarreal CF,Sevilla FC,2,3,2026-05-13T17:00:00,2.5,4.17,3.22,Calculated-V2,3.5,1.34,4.88,4.16,Calculated-V2,-3.0,2.35,1.55,Calculated-V2,0.0348,0.0165,0.0235,True,1.2619,0.7626,1.1926,True,0.9428,0.6964,1.2161,True
92,Deportivo Alavés,FC Barcelona,1,0,2026-05-13T19:30:00,3.57,4.26,2.3,Calculated-V2,3.5,1.51,3.48,3.6,Calculated-V2,3.0,1.55,2.35,Calculated-V2,0.0206,0.0163,0.0408,True,0.8817,0.7072,1.4867,True,0.8357,0.6215,1.3616,True
93,Getafe CF,RCD Mallorca,3,1,2026-05-13T19:30:00,2.6,4.13,3.09,Calculated-V2,2.0,1.71,2.74,2.08,Calculated-V2,-1.25,2.01,1.89,Calculated-V2,0.0326,0.0167,0.025,True,1.5249,0.8249,0.8612,False,0.8932,0.8059,1.2912,False
94,Valencia CF,Rayo Vallecano de Madrid,1,1,2026-05-14T17:00:00,2.81,4.07,2.87,Calculated-V2,2.5,1.45,3.81,2.55,Calculated-V2,0.0,1.85,2.05,Calculated-V2,0.0291,0.0171,0.0281,True,1.2345,0.7384,1.0327,True,1.0,0.7371,1.2107,True
95,Girona FC,Real Sociedad de Fútbol,1,1,2026-05-14T18:00:00,2.99,4.11,2.69,Calculated-V2,2.25,1.91,2.34,2.35,Calculated-V2,0.5,2.0,1.9,Calculated-V2,0.0267,0.0171,0.0315,True,0.8994,0.7989,1.3472,True,0.8786,0.834,1.0891,False
96,Real Madrid CF,Real Oviedo,2,0,2026-05-14T19:30:00,1.97,4.45,4.61,Calculated-V2,2.75,1.59,3.1,2.86,Calculated-V2,-3.0,2.35,1.55,Calculated-V2,0.0551,0.0155,0.0148,True,1.4814,0.7997,0.9422,True,0.9419,0.6639,1.0057,True
97,Athletic Club,RC Celta de Vigo,1,1,2026-05-17T17:00:00,2.97,4.1,2.7,Calculated-V2,2.0,1.71,2.74,2.08,Calculated-V2,0.5,2.0,1.9,Calculated-V2,0.0262,0.0166,0.0303,True,1.3521,0.8979,1.2385,False,0.9563,0.7994,1.1754,True
98,Club Atlético de Madrid,Girona FC,1,0,2026-05-17T17:00:00,2.25,4.28,3.69,Calculated-V2,2.5,1.43,3.97,2.61,Calculated-V2,-3.0,2.35,1.55,Calculated-V2,0.0429,0.0164,0.0199,True,1.2875,0.7643,1.0999,True,0.9473,0.679,1.2716,True
99,Elche CF,Getafe CF,1,0,2026-05-17T17:00:00,2.66,4.12,3.02,Calculated-V2,2.25,1.95,2.29,2.32,Calculated-V2,0.0,1.85,2.05,Calculated-V2,0.0318,0.0169,0.0262,True,1.1804,0.7463,1.2336,True,0.9233,0.6571,1.3807,True
100,Levante UD,RCD Mallorca,2,0,2026-05-17T17:00:00,2.61,4.13,3.08,Calculated-V2,3.0,1.79,2.55,3.04,Calculated-V2,-0.75,1.94,1.96,Calculated-V2,0.0327,0.0168,0.0253,True,1.4208,0.7585,0.9557,True,0.8258,1.1075,0.964,False
101,Rayo Vallecano de Madrid,Villarreal CF,2,0,2026-05-17T17:00:00,3.09,4.14,2.6,Calculated-V2,2.75,1.58,3.14,2.87,Calculated-V2,1.75,1.8,2.1,Calculated-V2,0.0253,0.0168,0.033,True,1.1521,0.7624,1.3401,True,0.9029,0.7364,1.0083,True
102,Real Sociedad de Fútbol,Valencia CF,3,4,2026-05-17T17:00:00,2.86,4.07,2.82,Calculated-V2,3.5,1.44,3.95,3.82,Calculated-V2,0.0,1.85,2.05,Calculated-V2,0.0283,0.0172,0.0289,True,1.175,0.7858,1.3456,True,0.9751,0.6815,0.9676,True
103,Real Oviedo,Deportivo Alavés,0,1,2026-05-17T17:00:00,3.4,4.22,2.39,Calculated-V2,1.75,1.55,3.29,1.78,Calculated-V2,1.5,1.85,2.05,Calculated-V2,0.0222,0.0165,0.0383,True,0.8524,0.9524,1.6206,False,0.9475,0.7294,1.2054,True
104,CA Osasuna,RCD Espanyol de Barcelona,1,2,2026-05-17T17:00:00,2.94,4.09,2.74,Calculated-V2,2.5,1.48,3.65,2.5,Calculated-V2,0.0,1.85,2.05,Calculated-V2,0.0274,0.0172,0.0305,True,1.0784,0.7424,1.1853,True,0.9571,0.9571,0.9829,False
105,Sevilla FC,Real Madrid CF,0,1,2026-05-17T17:00:00,3.73,4.29,2.23,Calculated-V2,2.75,1.62,3.02,2.81,Calculated-V2,3.0,1.55,2.35,Calculated-V2,0.0194,0.0161,0.0431,True,0.7895,0.7213,1.2949,True,0.9586,0.7902,1.3192,True
106,FC Barcelona,Real Betis Balompié,3,1,2026-05-17T19:15:00,2.27,4.27,3.63,Calculated-V2,3.5,1.31,5.39,4.32,Calculated-V2,-3.0,2.35,1.55,Calculated-V2,0.0413,0.016,0.0199,True,1.604,0.7917,0.812,True,0.9568,0.7041,1.1429,True
117,RB Leipzig,1. FC Union Berlin,3,1,2026-04-24T18:30:00,2.27,4.27,3.63,Calculated-V2,3.5,1.3,5.49,4.35,Calculated-V2,-3.0,2.35,1.55,Calculated-V2,0.0413,0.016,0.0199,True,1.2705,0.7519,0.8832,True,1.0802,0.7737,0.9564,True
118,1. FSV Mainz 05,FC Bayern München,3,4,2026-04-25T13:30:00,4.14,4.37,2.08,Calculated-V2,3.5,1.2,8.64,5.03,Calculated-V2,3.0,1.55,2.35,Calculated-V2,0.0164,0.0152,0.0476,True,0.9394,0.8245,1.7609,False,1.0133,0.8778,1.0239,False
119,1. FC Köln,Bayer 04 Leverkusen,1,2,2026-04-25T13:30:00,3.59,4.26,2.29,Calculated-V2,3.25,2.04,2.18,3.24,Calculated-V2,2.75,1.6,2.3,Calculated-V2,0.0203,0.0162,0.0408,True,1.1125,0.9434,1.2712,False,0.849,0.7268,1.318,True
120,FC Augsburg,Eintracht Frankfurt,1,1,2026-04-25T13:30:00,2.9,4.08,2.78,Calculated-V2,3.5,1.48,3.64,3.68,Calculated-V2,0.0,1.85,2.05,Calculated-V2,0.0279,0.0172,0.0298,True,1.0611,0.6909,1.024,True,1.0199,0.5875,1.2614,True
121,VfL Wolfsburg,Borussia Mönchengladbach,0,0,2026-04-25T13:30:00,2.98,4.1,2.7,Calculated-V2,1.75,1.59,3.11,1.7,Calculated-V2,0.75,1.96,1.94,Calculated-V2,0.0267,0.017,0.0311,True,1.0914,0.8871,1.2687,False,1.0367,0.5811,1.1765,True
122,1. FC Heidenheim 1846,FC St. Pauli 1910,2,0,2026-04-25T13:30:00,2.56,4.15,3.15,Calculated-V2,2.0,1.77,2.59,2.0,Calculated-V2,-0.5,1.9,2.0,Calculated-V2,0.0344,0.017,0.025,True,1.2071,0.858,1.0514,False,0.8967,0.84,1.0203,False
123,Hamburger SV,TSG 1899 Hoffenheim,1,2,2026-04-25T16:30:00,3.48,4.24,2.34,Calculated-V2,3.5,1.6,3.09,3.39,Calculated-V2,2.25,1.7,2.2,Calculated-V2,0.021,0.0161,0.0388,True,1.2159,0.9214,1.3302,False,0.9974,0.6936,1.0621,True
124,VfB Stuttgart,SV Werder Bremen,1,1,2026-04-26T13:30:00,2.24,4.29,3.69,Calculated-V2,3.25,1.98,2.25,3.31,Calculated-V2,-3.0,2.35,1.55,Calculated-V2,0.042,0.0158,0.0193,True,1.4462,0.9348,0.9196,False,0.8045,0.7831,1.0627,True
125,Borussia Dortmund,SC Freiburg,4,0,2026-04-26T15:30:00,2.3,4.26,3.56,Calculated-V2,3.5,1.25,6.69,4.65,Calculated-V2,-3.0,2.35,1.55,Calculated-V2,0.0401,0.016,0.0204,True,1.4556,0.7524,1.1431,True,0.8801,0.9192,0.8565,False
126,TSG 1899 Hoffenheim,VfB Stuttgart,3,3,2026-05-02T13:30:00,2.86,4.07,2.82,Calculated-V2,3.5,1.25,6.66,4.64,Calculated-V2,-0.25,1.88,2.02,Calculated-V2,0.0283,0.0172,0.0289,True,1.1078,0.9341,1.3572,False,0.7807,0.7096,1.4348,True
127,SV Werder Bremen,FC Augsburg,1,3,2026-05-02T13:30:00,3.19,4.17,2.52,Calculated-V2,2.25,1.93,2.32,2.34,Calculated-V2,1.0,1.93,1.97,Calculated-V2,0.024,0.0166,0.0345,True,1.0337,0.9473,1.1452,False,0.7058,0.7133,1.1652,True
128,FC Bayern München,1. FC Heidenheim 1846,3,3,2026-05-02T13:30:00,1.94,4.47,4.73,Calculated-V2,3.5,1.2,10.0,6.06,Calculated-V2,-3.0,2.35,1.55,Calculated-V2,0.0553,0.015,0.0139,True,1.5956,0.6453,0.6894,True,0.9795,0.639,1.2516,True
129,1. FC Union Berlin,1. FC Köln,2,2,2026-05-02T13:30:00,2.68,4.11,2.99,Calculated-V2,3.5,1.37,4.59,4.06,Calculated-V2,-1.0,1.97,1.93,Calculated-V2,0.0307,0.0166,0.026,True,1.2599,0.7008,1.0816,True,0.8435,0.7869,1.2744,True
130,Eintracht Frankfurt,Hamburger SV,1,2,2026-05-02T13:30:00,2.73,4.09,2.95,Calculated-V2,3.25,1.96,2.27,3.33,Calculated-V2,-0.75,1.94,1.96,Calculated-V2,0.0306,0.0171,0.0271,True,1.3919,0.8065,1.2933,False,0.939,0.9388,1.1027,False
131,Bayer 04 Leverkusen,RB Leipzig,4,1,2026-05-02T16:30:00,2.73,4.09,2.94,Calculated-V2,3.5,1.33,5.0,4.2,Calculated-V2,0.0,1.85,2.05,Calculated-V2,0.0298,0.0167,0.0266,True,1.2128,0.7022,1.3542,True,0.9689,0.7673,1.0404,True
132,FC St. Pauli 1910,1. FSV Mainz 05,1,2,2026-05-03T13:30:00,3.41,4.22,2.38,Calculated-V2,2.75,1.64,2.93,2.76,Calculated-V2,1.75,1.8,2.1,Calculated-V2,0.0217,0.0162,0.0378,True,0.912,0.8021,1.4418,False,0.9431,0.7253,1.1516,True
133,Borussia Mönchengladbach,Borussia Dortmund,1,0,2026-05-03T15:30:00,3.35,4.21,2.42,Calculated-V2,3.5,1.42,4.08,3.87,Calculated-V2,3.0,1.55,2.35,Calculated-V2,0.0227,0.0167,0.0376,True,0.823,0.958,1.1531,False,1.1293,0.7029,0.949,True
134,SC Freiburg,VfL Wolfsburg,1,1,2026-05-03T17:30:00,2.44,4.2,3.31,Calculated-V2,3.5,1.35,4.73,4.11,Calculated-V2,-2.0,2.15,1.75,Calculated-V2,0.0365,0.0164,0.0228,True,1.4906,0.7797,1.2482,True,0.8552,0.8566,1.3227,False
135,Borussia Dortmund,Eintracht Frankfurt,3,2,2026-05-08T18:30:00,2.29,4.26,3.58,Calculated-V2,3.5,1.2,8.6,5.03,Calculated-V2,-3.0,2.35,1.55,Calculated-V2,0.0402,0.0159,0.0201,True,1.2869,0.8058,0.9125,False,0.8453,0.8829,0.8632,False
136,VfB Stuttgart,Bayer 04 Leverkusen,3,1,2026-05-09T13:30:00,2.64,4.12,3.04,Calculated-V2,3.5,1.32,5.24,4.27,Calculated-V2,-0.75,1.94,1.96,Calculated-V2,0.0318,0.0167,0.0256,True,1.3527,0.8093,1.1179,False,0.8315,0.7809,1.1582,True
137,TSG 1899 Hoffenheim,SV Werder Bremen,1,0,2026-05-09T13:30:00,2.18,4.32,3.84,Calculated-V2,3.25,2.11,2.1,3.15,Calculated-V2,-3.0,2.35,1.55,Calculated-V2,0.044,0.0156,0.0183,True,1.4134,0.6577,0.7945,True,0.71,0.9153,1.1084,True
138,FC Augsburg,Borussia Mönchengladbach,3,1,2026-05-09T13:30:00,2.59,4.14,3.1,Calculated-V2,3.0,1.89,2.38,2.92,Calculated-V2,-1.0,1.97,1.93,Calculated-V2,0.0329,0.0167,0.0249,True,1.1029,0.8479,1.1277,False,0.9043,0.6737,1.1115,True
139,RB Leipzig,FC St. Pauli 1910,2,1,2026-05-09T13:30:00,2.04,4.4,4.31,Calculated-V2,3.5,1.6,3.07,3.38,Calculated-V2,-3.0,2.35,1.55,Calculated-V2,0.0512,0.0156,0.0161,True,1.3854,0.6768,1.0114,True,1.0421,0.8102,0.9037,False
140,VfL Wolfsburg,FC Bayern München,0,1,2026-05-09T16:30:00,4.67,4.46,1.96,Calculated-V2,3.5,1.42,4.09,3.87,Calculated-V2,3.0,1.55,2.35,Calculated-V2,0.0148,0.0157,0.0565,True,0.6517,0.7334,1.6082,True,1.1261,0.7626,0.7904,True
141,Hamburger SV,SC Freiburg,3,2,2026-05-10T13:30:00,2.87,4.07,2.81,Calculated-V2,3.25,2.06,2.16,3.21,Calculated-V2,0.5,2.0,1.9,Calculated-V2,0.0281,0.0171,0.0291,True,1.0155,0.8239,1.0589,False,1.1324,0.8075,1.1486,False
142,1. FC Köln,1. FC Heidenheim 1846,1,3,2026-05-10T15:30:00,2.7,4.1,2.98,Calculated-V2,3.5,1.53,3.38,3.55,Calculated-V2,-0.75,1.94,1.96,Calculated-V2,0.0311,0.017,0.0267,True,1.214,0.7083,1.3103,True,1.1224,0.753,1.0372,True
143,1. FSV Mainz 05,1. FC Union Berlin,1,3,2026-05-10T17:30:00,2.89,4.08,2.78,Calculated-V2,3.5,1.5,3.53,3.62,Calculated-V2,-0.25,1.88,2.02,Calculated-V2,0.0274,0.0168,0.0291,True,0.94,0.7445,1.0804,True,0.8129,0.8407,1.0422,False
144,SV Werder Bremen,Borussia Dortmund,0,2,2026-05-16T13:30:00,4.01,4.35,2.13,Calculated-V2,2.5,1.46,3.77,2.54,Calculated-V2,3.0,1.55,2.35,Calculated-V2,0.0179,0.0161,0.0478,True,0.845,0.8147,1.3417,False,0.9877,0.7075,1.0628,True
145,1. FC Heidenheim 1846,1. FSV Mainz 05,0,2,2026-05-16T13:30:00,3.32,4.2,2.44,Calculated-V2,3.0,1.86,2.42,2.95,Calculated-V2,1.5,1.85,2.05,Calculated-V2,0.0231,0.0167,0.0372,True,1.0093,0.9525,1.2884,False,0.9875,0.7829,1.0508,True
146,SC Freiburg,RB Leipzig,4,1,2026-05-16T13:30:00,3.0,4.11,2.68,Calculated-V2,3.5,1.4,4.26,3.94,Calculated-V2,1.5,1.85,2.05,Calculated-V2,0.0264,0.017,0.0315,True,0.9907,0.7912,1.4719,True,0.8309,0.771,1.3657,True
147,Eintracht Frankfurt,VfB Stuttgart,2,2,2026-05-16T13:30:00,3.14,4.15,2.56,Calculated-V2,3.5,1.31,5.3,4.29,Calculated-V2,1.75,1.8,2.1,Calculated-V2,0.0246,0.0167,0.0337,True,0.8669,0.809,1.3359,False,0.9617,0.7098,1.4216,True
148,FC St. Pauli 1910,VfL Wolfsburg,1,3,2026-05-16T13:30:00,3.11,4.14,2.58,Calculated-V2,2.75,1.63,2.97,2.78,Calculated-V2,0.5,2.0,1.9,Calculated-V2,0.0246,0.0165,0.0328,True,0.9371,0.8128,1.5175,False,0.976,0.6361,1.16,True
149,1. FC Union Berlin,FC Augsburg,4,0,2026-05-16T13:30:00,2.72,4.1,2.96,Calculated-V2,3.5,1.39,4.38,3.98,Calculated-V2,0.0,1.85,2.05,Calculated-V2,0.031,0.0172,0.0272,True,1.1154,0.7052,0.9877,True,0.8983,0.8299,0.9464,False
150,Borussia Mönchengladbach,TSG 1899 Hoffenheim,4,0,2026-05-16T13:30:00,3.12,4.14,2.58,Calculated-V2,3.5,1.46,3.77,3.74,Calculated-V2,1.75,1.8,2.1,Calculated-V2,0.025,0.0169,0.0336,True,1.2171,0.8522,1.2885,False,0.6898,0.7748,1.1113,True
151,FC Bayern München,1. FC Köln,5,1,2026-05-16T13:30:00,1.97,4.45,4.59,Calculated-V2,3.5,1.2,10.0,5.45,Calculated-V2,-3.0,2.35,1.55,Calculated-V2,0.054,0.0152,0.0146,True,1.7965,0.8685,0.5543,True,1.0166,0.7655,1.0159,True
152,Bayer 04 Leverkusen,Hamburger SV,1,1,2026-05-16T13:30:00,2.38,4.22,3.41,Calculated-V2,3.5,1.37,4.51,4.03,Calculated-V2,-2.5,2.25,1.65,Calculated-V2,0.0378,0.0162,0.0217,True,1.2047,0.875,0.7991,True,0.8744,0.6146,1.0868,True
153,SSC Napoli,US Cremonese,4,0,2026-04-24T18:45:00,2.13,4.34,3.98,Calculated-V2,3.5,1.58,3.15,3.43,Calculated-V2,-3.0,2.35,1.55,Calculated-V2,0.0454,0.0154,0.0172,True,1.6217,0.8429,0.6929,True,0.9274,0.761,0.9932,True
154,Parma Calcio 1913,AC Pisa 1909,1,0,2026-04-25T13:00:00,2.19,4.31,3.82,Calculated-V2,1.75,1.59,3.13,1.71,Calculated-V2,-3.0,2.35,1.55,Calculated-V2,0.0438,0.0158,0.0185,True,1.6035,0.7751,0.7045,True,0.9475,0.7953,1.2366,True
155,Bologna FC 1909,AS Roma,0,2,2026-04-25T16:00:00,3.21,4.17,2.51,Calculated-V2,2.75,1.61,3.04,2.82,Calculated-V2,1.75,1.8,2.1,Calculated-V2,0.0239,0.0167,0.035,True,1.0661,0.7792,1.3377,True,1.0189,0.7569,0.9373,True
156,Hellas Verona FC,US Lecce,0,0,2026-04-25T18:45:00,3.14,4.15,2.56,Calculated-V2,1.75,1.59,3.1,1.69,Calculated-V2,1.25,1.89,2.01,Calculated-V2,0.0246,0.0167,0.0337,True,1.2025,0.7041,1.3667,True,0.9159,0.5826,1.4966,True
157,ACF Fiorentina,US Sassuolo Calcio,0,0,2026-04-26T10:30:00,2.95,4.1,2.72,Calculated-V2,1.75,1.67,2.85,1.58,Calculated-V2,0.5,2.0,1.9,Calculated-V2,0.0267,0.0168,0.0303,True,0.9607,0.9427,1.2964,False,0.7962,0.673,1.1344,True
158,Genoa CFC,Como 1907,0,2,2026-04-26T13:00:00,3.53,4.25,2.32,Calculated-V2,2.5,1.44,3.92,2.59,Calculated-V2,3.0,1.55,2.35,Calculated-V2,0.021,0.0163,0.0402,True,0.7231,0.8353,1.4747,True,0.834,0.8229,1.2193,False
159,Torino FC,FC Internazionale Milano,2,2,2026-04-26T16:00:00,3.68,4.28,2.25,Calculated-V2,3.5,1.3,5.47,4.34,Calculated-V2,3.0,1.55,2.35,Calculated-V2,0.0197,0.0161,0.0423,True,1.1427,0.7382,1.4038,True,1.101,0.8485,1.0005,False
